id,category_id,name_ja,name_en,name_zh,description_ja,description_en,description_zh,price,allergens,spicy_level,cooking_time,is_popular,tags
25,cat_sashimi,サーモン刺身,Salmon Sashimi,三文鱼刺身,脂ののった新鮮なサーモン。とろける食感。,Fresh salmon with rich fat. Melts in your mouth.,油脂丰富的新鲜三文鱼，入口即化。,1280,fish,0,5,true,
26,cat_sashimi,ハマチ刺身,Yellowtail Sashimi,黄尾鰤鱼刺身,程よい脂と爽やかな旨味のハマチ。,Yellowtail with perfect fat balance and clean taste.,适度油脂与清爽鲜味的黄尾鱼。,1380,fish,0,5,false,
27,cat_sashimi,ホタテ刺身,Scallop Sashimi,扇贝刺身,甘みが強い新鮮なホタテ貝柱。,Fresh scallop with rich sweetness.,甜味浓郁的新鲜扇贝柱。,1480,shellfish,0,5,false,
28,cat_sashimi,タコ刺身,Octopus Sashimi,章鱼刺身,コリコリとした食感の新鮮なタコ。,Fresh octopus with satisfying chewy texture.,口感爽脆的新鲜章鱼。,980,seafood,0,5,false,
29,cat_sashimi,甘エビ刺身,Sweet Shrimp Sashimi,甜虾刺身,とろけるような甘さの甘エビ。,Sweet shrimp with melt-in-your-mouth sweetness.,入口即化的甜虾。,1180,shrimp,0,5,false,
30,cat_sushi,握り寿司盛り合わせ（8貫）,Assorted Nigiri Sushi (8 pcs),握寿司拼盘（8贯）,職人が握る本格江戸前寿司8貫。,8 pieces of authentic Edomae sushi by our chef.,师傅精心制作的8贯正宗江户前寿司。,2280,fish|seafood,0,10,true,
31,cat_sushi,特上握り寿司（10貫）,Premium Nigiri Sushi (10 pcs),特上握寿司（10贯）,本マグロ・ウニ・イクラなど贅沢なネタ10貫。,10 pieces featuring bluefin tuna and sea urchin and salmon roe.,含蓝鳍金枪鱼、海胆、鱼子等豪华配料10贯。,3980,fish|seafood,0,10,true,
32,cat_sushi,サーモン握り（2貫）,Salmon Nigiri (2 pcs),三文鱼握寿司（2贯）,脂ののったサーモンの握り寿司。,Nigiri sushi with fatty salmon.,油脂丰富的三文鱼握寿司。,480,fish,0,5,true,
33,cat_sushi,マグロ握り（2貫）,Tuna Nigiri (2 pcs),金枪鱼握寿司（2贯）,赤身の旨みが詰まったマグロの握り。,Nigiri sushi with lean tuna.,鲜味浓郁的金枪鱼握寿司。,580,fish,0,5,false,
34,cat_sushi,鉄火巻き,Tuna Roll,金枪鱼卷,マグロを使った定番の細巻き。,Classic thin roll with tuna.,使用金枪鱼的经典细卷。,680,fish|wheat,0,8,false,
35,cat_sushi,ネギトロ巻き,Negitoro Roll,葱花金枪鱼卷,ネギトロをたっぷり使った巻き寿司。,Roll packed with minced tuna and green onion.,满满葱花金枪鱼泥的卷寿司。,880,fish|wheat,0,8,true,
36,cat_sushi,ちらし寿司,Chirashi Sushi Bowl,什锦散寿司,色とりどりの刺身を散りばめた華やかな寿司。,Colorful sashimi scattered over sushi rice.,各色刺身点缀的华丽散寿司。,1680,fish|seafood,0,10,true,
37,cat_sushi,いなり寿司（3個）,Inari Sushi (3 pcs),稻荷寿司（3个）,甘く煮た油揚げに酢飯を詰めて。,Sweet fried tofu pouches filled with sushi rice.,甜煮油豆腐包裹醋饭。,420,soy,0,5,false,vegetarian
38,cat_grilled,焼き鳥盛り合わせ（5本）,Assorted Yakitori (5 skewers),烤鸡串拼盘（5串）,もも・ねぎま・つくね・皮・レバーの5種。,5 kinds: thigh and leek and meatball and skin and liver.,鸡腿、葱、肉丸、鸡皮、鸡肝5种。,980,0,0,15,true,
39,cat_grilled,もも塩（2本）,Chicken Thigh Salt (2 skewers),盐烤鸡腿（2串）,ジューシーな鶏もも肉を塩で。,Juicy chicken thigh with salt seasoning.,多汁的鸡腿肉盐烤。,380,0,0,12,false,
40,cat_grilled,つくね（2本）,Chicken Meatball (2 skewers),鸡肉丸子（2串）,自家製の鶏つくね。卵黄をつけてどうぞ。,Homemade chicken meatballs. Dip in egg yolk.,自制鸡肉丸子，蘸蛋黄食用。,420,egg,0,12,true,
41,cat_grilled,サバの塩焼き,Salt-grilled Mackerel,盐烤青花鱼,脂ののったサバを丸ごと塩焼きに。,Whole fatty mackerel grilled with salt.,整条油脂丰富的青花鱼盐烤。,980,fish,0,20,false,
42,cat_grilled,ホッケの開き,Grilled Atka Mackerel,烤远东多线鱼,身がふっくらとした北海道産ホッケ。,Plump Hokkaido Atka mackerel.,北海道产肉质松软的远东多线鱼。,1280,fish,0,25,true,
43,cat_grilled,牛タン塩焼き,Salt-grilled Beef Tongue,盐烤牛舌,厚切りの牛タンをレモンと共に。,Thick-cut beef tongue served with lemon.,厚切牛舌配柠檬。,1480,0,0,15,true,
44,cat_grilled,豚の生姜焼き,Ginger Pork,生姜烤猪肉,生姜の香りが食欲をそそる定番メニュー。,Classic ginger-flavored grilled pork. Appetizing aroma.,生姜香气诱人的经典菜品。,880,soy,0,12,true,
45,cat_grilled,ブリの照り焼き,Teriyaki Yellowtail,照烧鰤鱼,脂ののったブリを甘辛い照り焼きタレで。,Fatty yellowtail glazed with sweet teriyaki sauce.,油脂丰富的鰤鱼配甜辣照烧酱。,1280,fish|soy,0,15,false,
46,cat_grilled,焼きおにぎり（2個）,Grilled Rice Ball (2 pcs),烤饭团（2个）,醤油の香ばしさが香るカリッとした焼きおにぎり。,Crispy grilled rice balls with fragrant soy glaze.,酱油香气四溢的酥脆烤饭团。,380,soy,0,10,true,
47,cat_grilled,焼きナス,Grilled Eggplant,烤茄子,丸ごと焼いた茄子に生姜とかつお節を添えて。,Whole grilled eggplant with ginger and bonito flakes.,整只烤茄子配生姜和柴鱼片。,480,fish,0,15,false,vegetarian
48,cat_grilled,鮭のホイル焼き,Salmon Foil Bake,锡纸烤三文鱼,鮭と野菜をホイルに包んで蒸し焼きに。,Salmon and vegetables baked in foil.,三文鱼和蔬菜用锡纸包裹蒸烤。,1080,fish,0,20,false,
49,cat_grilled,お好み焼き,Okonomiyaki,大阪烧,キャベツたっぷりの大阪風お好み焼き。ソースとマヨで。,Osaka-style savory pancake loaded with cabbage.,满满卷心菜的大阪风味烧饼，配酱汁和蛋黄酱。,880,wheat|egg,0,15,true,
50,cat_grilled,豚キムチ,Pork Kimchi Stir-fry,猪肉泡菜炒,豚肉とキムチをピリ辛に炒めた人気メニュー。,Popular stir-fry with pork and spicy kimchi.,猪肉和泡菜辣炒的人气菜品。,780,soy,2,10,true,
51,cat_grilled,回鍋肉,Twice-cooked Pork,回锅肉,甘味噌で炒めた豚肉とキャベツ。ご飯がすすむ一品。,Pork and cabbage stir-fried in sweet miso sauce.,甜味噌炒猪肉和卷心菜，下饭佳品。,880,soy,1,12,true,
52,cat_grilled,チンジャオロース,Pepper Steak Stir-fry,青椒肉丝,ピーマンと牛肉の細切り炒め。,Thinly sliced beef and green pepper stir-fry.,青椒牛肉丝炒制。,980,soy,0,10,true,
53,cat_fried,唐揚げ,Japanese Fried Chicken,日式炸鸡,外はカリッと中はジューシーな鶏の唐揚げ。,Crispy and juicy Japanese fried chicken.,外酥里嫩的日式炸鸡。,780,wheat|egg,0,15,true,
54,cat_fried,エビフライ（3尾）,Fried Shrimp (3 pcs),炸虾（3只）,大きなエビをサクサクの衣で。タルタルソース付き。,Large shrimp in crispy batter with tartar sauce.,大虾裹酥脆面衣，配塔塔酱。,1280,shrimp|wheat|egg,0,15,true,
55,cat_fried,とんかつ,Pork Cutlet,炸猪排,厚切りロース肉をサクサクに揚げました。,Thick-cut pork loin fried to crispy perfection.,厚切里脊肉炸至酥脆。,1380,wheat|egg,0,20,true,
56,cat_fried,天ぷら盛り合わせ,Assorted Tempura,天妇罗拼盘,海老2尾と季節の野菜の天ぷら。,2 shrimp and seasonal vegetable tempura.,2只虾和时令蔬菜天妇罗。,1480,shrimp|wheat|egg,0,15,true,
57,cat_fried,コロッケ（2個）,Croquettes (2 pcs),可乐饼（2个）,ホクホクのじゃがいもコロッケ。,Fluffy potato croquettes.,松软的土豆可乐饼。,480,wheat|egg|milk,0,10,false,
58,cat_fried,竜田揚げ,Tatsuta-age Fried Chicken,龙田炸鸡,醤油と生姜で下味をつけた片栗粉の唐揚げ。,Soy and ginger marinated chicken fried with potato starch.,酱油和生姜腌制的淀粉炸鸡。,780,soy,0,15,false,
59,cat_fried,春巻（3本）,Spring Rolls (3 pcs),春卷（3根）,パリパリの皮の中に野菜と豚肉がたっぷり。,Crispy rolls packed with vegetables and pork.,酥脆外皮包裹满满蔬菜和猪肉。,580,wheat,0,12,true,
60,cat_fried,かき揚げ,Mixed Vegetable Tempura Fritter,什锦蔬菜天妇罗,野菜とエビを混ぜ合わせたサクサクのかき揚げ。,Crispy mixed tempura fritter with vegetables and shrimp.,蔬菜和虾混合的酥脆什锦天妇罗。,680,wheat|shrimp|egg,0,12,false,
61,cat_fried,チキン南蛮,Chicken Nanban,南蛮炸鸡,揚げた鶏肉に甘酢とタルタルソースをたっぷり。,Fried chicken with sweet vinegar and rich tartar sauce.,炸鸡配甜醋和浓郁塔塔酱。,980,wheat|egg,0,15,true,
62,cat_fried,メンチカツ（2個）,Minced Meat Cutlet (2 pcs),炸肉饼（2个）,ジューシーな合挽き肉をサクッと揚げて。,Juicy minced meat cutlets fried to perfection.,多汁混合肉馅炸至酥脆。,680,wheat|egg,0,15,false,
63,cat_fried,餃子（6個）,Gyoza Dumplings (6 pcs),煎饺（6个）,パリッと焼いた自家製の焼き餃子。,Pan-fried homemade gyoza with crispy bottom.,香煎自制锅贴，底部酥脆。,520,wheat,0,12,true,
64,cat_fried,たこ焼き（8個）,Takoyaki (8 pcs),章鱼烧（8个）,外はカリッと中はトロッとした大阪名物。,Osaka's famous crispy outside and fluffy inside octopus balls.,外酥内软的大阪名物章鱼烧。,580,wheat|egg|seafood,0,10,true,
65,cat_fried,エビチリ,Chili Shrimp,干烧虾仁,プリプリのエビをピリ辛チリソースで。,Plump shrimp in spicy chili sauce.,弹嫩鲜虾配香辣辣椒酱。,980,shrimp,2,12,true,
66,cat_fried,酢豚,Sweet & Sour Pork,糖醋肉,揚げた豚肉に甘酢あんをたっぷり。,Fried pork in generous sweet and sour sauce.,炸猪肉浇满甜酸酱。,880,wheat,0,15,true,
67,cat_simmered,肉じゃが,Nikujaga (Meat & Potato Stew),土豆炖肉,牛肉とじゃがいもの甘辛煮込み。家庭の味。,Sweet and savory stew with beef and potatoes. Home-style.,牛肉土豆甜辣炖煮，家常味道。,880,soy,0,25,true,
68,cat_simmered,ブリ大根,Yellowtail & Daikon Stew,鰤鱼炖萝卜,脂ののったブリと大根をじっくり煮込みました。,Fatty yellowtail and daikon slowly simmered.,油脂丰富的鰤鱼和白萝卜慢炖。,1280,fish,0,30,false,
69,cat_simmered,おでん盛り合わせ,Assorted Oden,关东煮拼盘,大根・玉子・こんにゃくなど6品。,Daikon and egg and konjac and 3 more items.,白萝卜、鸡蛋、魔芋等6品。,980,egg|fish,0,5,true,
70,cat_simmered,筑前煮,Chikuzen-ni Chicken & Vegetable Stew,筑前煮,鶏肉と根菜をじっくり煮込んだ九州の郷土料理。,Kyushu-style chicken and root vegetable stew.,鸡肉和根菜慢炖的九州乡土料理。,780,soy,0,25,false,
71,cat_simmered,豚の角煮,Braised Pork Belly,红烧五花肉,とろとろに煮込んだ豚バラ肉。箸で切れる柔らかさ。,Melt-in-your-mouth braised pork belly.,炖至软烂的五花肉，筷子即断。,1280,soy,0,30,true,
72,cat_simmered,さばの味噌煮,Miso-simmered Mackerel,味噌煮青花鱼,こってり味噌で煮込んだサバ。ご飯との相性抜群。,Mackerel simmered in rich miso sauce. Great with rice.,浓郁味噌炖青花鱼，配饭绝佳。,980,fish|soy,0,20,true,
73,cat_simmered,カレイの煮付け,Simmered Flounder,煮比目鱼,甘辛い煮汁でふっくら煮付けたカレイ。,Flounder simmered in sweet soy broth until tender.,甜辣酱汁炖制的嫩滑比目鱼。,980,fish|soy,0,20,false,
74,cat_simmered,ひじきの煮物,Simmered Hijiki Seaweed,炖羊栖菜,ひじきと油揚げの優しい味わいの煮物。,Gently simmered hijiki seaweed with fried tofu.,羊栖菜和油豆腐温和炖煮。,420,soy,0,15,false,vegetarian
75,cat_simmered,麻婆豆腐,Mapo Tofu,麻婆豆腐,しびれる辛さの本格麻婆豆腐。花椒が香る。,Authentic Mapo tofu with numbing Sichuan pepper.,正宗麻婆豆腐，花椒飘香。,780,soy,2,10,true,
76,cat_simmered,八宝菜,Happosai Mixed Stir-fry,八宝菜,海鮮と野菜のたっぷり中華風あんかけ。,Chinese-style stir-fry with seafood and vegetables in thick sauce.,海鲜蔬菜中式浓汁烩菜。,980,seafood|soy,0,15,false,
77,cat_noodle,かけうどん,Plain Udon in Broth,热汤乌冬面,温かい出汁でいただくシンプルなうどん。,Simple udon noodles in warm dashi broth.,温热高汤配简单乌冬面。,580,wheat,0,8,false,
78,cat_noodle,天ぷらうどん,Tempura Udon,天妇罗乌冬面,海老天ぷらがのったボリューム満点のうどん。,Hearty udon topped with shrimp tempura.,配有虾天妇罗的丰盛乌冬面。,1080,wheat|shrimp|egg,0,12,true,
79,cat_noodle,ざるそば,Cold Soba Noodles,冷荞麦面,つるっとした喉越しの冷たいそば。,Chilled soba with smooth texture.,爽滑的冷荞麦面。,780,wheat|soba,0,8,false,
80,cat_noodle,カレーうどん,Curry Udon,咖喱乌冬面,スパイシーなカレーとモチモチうどんの相性抜群。,Spicy curry with chewy udon noodles.,香辣咖喱配Q弹乌冬面。,980,wheat|milk,1,10,true,
81,cat_noodle,焼きうどん,Stir-fried Udon,炒乌冬面,もちもちのうどんを野菜と一緒に醤油味で炒めて。,Chewy udon noodles stir-fried with vegetables in soy sauce.,Q弹乌冬面和蔬菜酱油炒制。,780,wheat|soy,0,10,false,
82,cat_noodle,焼きそば,Yakisoba Fried Noodles,日式炒面,ソース味の焼きそば。紅生姜と青海苔添え。,Stir-fried noodles with savory sauce and pickled ginger.,酱汁炒面配红姜和青海苔。,780,wheat,0,10,true,
83,cat_noodle,ラーメン,Ramen,拉面,豚骨ベースの濃厚スープに細麺。チャーシュー付き。,Rich pork bone broth ramen with chashu pork.,浓郁猪骨汤底细面配叉烧。,880,wheat|egg,0,10,true,
84,cat_noodle,つけ麺,Tsukemen Dipping Noodles,蘸汁面,太麺を濃厚なつけ汁につけて食べるスタイル。,Thick noodles dipped in rich concentrated broth.,粗面蘸浓郁汤汁食用。,980,wheat|egg,0,10,false,
85,cat_rice,白ご飯,Steamed Rice,白米饭,ふっくら炊きたてのご飯。,Freshly steamed fluffy rice.,新鲜蒸制的松软米饭。,280,0,0,3,false,
86,cat_rice,親子丼,Oyakodon (Chicken & Egg Bowl),亲子盖饭,鶏肉と卵のとろとろ丼。だしが効いています。,Chicken and soft egg over rice with dashi flavor.,鸡肉和半熟蛋盖饭，出汁风味浓郁。,980,egg,0,12,true,
87,cat_rice,カツ丼,Katsudon (Pork Cutlet Bowl),猪排盖饭,サクサクとんかつを卵でとじた人気の丼。,Popular bowl with crispy pork cutlet and egg.,酥脆猪排配蛋的人气盖饭。,1180,wheat|egg,0,15,true,
88,cat_rice,海鮮丼,Kaisendon (Seafood Bowl),海鲜盖饭,新鮮な刺身をたっぷりのせた贅沢な丼。,Luxurious bowl with plenty of fresh sashimi.,新鲜刺身满满的豪华盖饭。,1680,fish|seafood,0,10,true,
89,cat_rice,チャーハン,Fried Rice,炒饭,パラパラに炒めた自家製チャーハン。,Homemade fried rice with perfect texture.,粒粒分明的自制炒饭。,780,egg,0,10,false,
90,cat_rice,牛丼,Gyudon Beef Bowl,牛肉盖饭,甘辛く煮込んだ牛肉と玉ねぎをご飯にのせて。,Sweet-savory beef and onion served over rice.,甜辣炖牛肉和洋葱盖在米饭上。,880,soy,0,10,true,
91,cat_rice,炊き込みご飯,Seasoned Mixed Rice,日式焖饭,鶏肉ときのこの旨味が染み込んだ炊き込みご飯。,Rice cooked with chicken and mushrooms in seasoned broth.,鸡肉和蘑菇鲜味渗透的日式焖饭。,580,soy,0,25,false,
92,cat_rice,オムライス,Omurice,蛋包饭,ふわとろ卵で包んだケチャップライス。デミグラスソース添え。,Ketchup rice wrapped in fluffy egg with demi-glace sauce.,嫩滑鸡蛋包裹番茄酱炒饭，配多蜜酱汁。,880,egg,0,12,true,
93,cat_rice,お茶漬け,Ochazuke Rice with Tea,茶泡饭,温かいだし茶をかけたさっぱりご飯。梅・鮭・海苔から選択。,Rice with warm dashi tea broth. Choose plum or salmon or seaweed.,温热高汤茶泡饭，可选梅子、三文鱼或海苔。,480,fish,0,5,true,
94,cat_rice,たけのこご飯,Bamboo Shoot Rice,竹笋饭,春の香り豊かなたけのこの炊き込みご飯。,Fragrant rice cooked with spring bamboo shoots.,春季竹笋焖饭，香气浓郁。,680,soy,0,25,false,
95,cat_hotpot,すき焼き（1人前）,Sukiyaki (per person),寿喜烧（1人份）,和牛と野菜を甘辛いタレで。,Wagyu beef and vegetables in sweet-savory sauce.,和牛和蔬菜配甜辣酱汁。,2980,egg,0,30,true,
96,cat_hotpot,しゃぶしゃぶ（1人前）,Shabu-shabu (per person),涮涮锅（1人份）,薄切りの和牛をさっと湯通し。ポン酢とゴマダレで。,Thinly sliced Wagyu quickly dipped in broth. Ponzu and sesame.,薄切和牛快速涮烫，配柑橘酱油和芝麻酱。,2980,sesame,0,30,true,
97,cat_hotpot,もつ鍋（2人前〜）,Motsu Nabe (min. 2 persons),内脏火锅（2人份起）,プルプルのもつと野菜のスタミナ鍋。,Stamina hot pot with tender offal and vegetables.,弹嫩内脏和蔬菜的滋补火锅。,2480,0,1,25,false,
98,cat_soup,味噌汁,Miso Soup,味噌汤,豆腐とわかめの定番味噌汁。,Classic miso soup with tofu and wakame.,豆腐和裙带菜的经典味噌汤。,180,soy|fish,0,5,false,
99,cat_soup,豚汁,Pork Miso Soup,猪肉味噌汤,豚肉と野菜たっぷりの具沢山味噌汁。,Hearty miso soup with pork and vegetables.,配料丰富的猪肉蔬菜味噌汤。,380,soy|fish,0,10,true,
100,cat_soup,お吸い物,Clear Soup,日式清汤,上品な味わいのお吸い物。,Elegant Japanese clear soup.,高雅风味的日式清汤。,280,fish,0,5,false,
101,cat_soup,雑炊,Zosui Rice Porridge,杂炊,卵と野菜のやさしい味わいの雑炊。〆にぴったり。,Gentle egg and vegetable rice porridge. Perfect finisher.,鸡蛋蔬菜杂炊，收尾佳品。,580,egg|soy,0,10,false,
102,cat_dessert,抹茶アイス,Matcha Ice Cream,抹茶冰淇淋,濃厚な宇治抹茶を使用した自家製アイス。,Homemade ice cream with rich Uji matcha.,使用浓郁宇治抹茶的自制冰淇淋。,480,milk,0,3,true,
103,cat_dessert,バニラアイス,Vanilla Ice Cream,香草冰淇淋,なめらかなバニラアイスクリーム。,Smooth vanilla ice cream.,顺滑的香草冰淇淋。,380,milk,0,3,false,
104,cat_dessert,わらび餅,Warabi Mochi,蕨饼,プルプルのわらび餅に黒蜜ときな粉を添えて。,Chewy bracken starch mochi with black syrup and kinako.,弹嫩蕨饼配黑糖蜜和黄豆粉。,480,soy,0,3,true,
105,cat_dessert,抹茶プリン,Matcha Pudding,抹茶布丁,なめらかな抹茶プリン。生クリーム添え。,Smooth matcha pudding with whipped cream.,滑嫩抹茶布丁配鲜奶油。,520,milk|egg,0,3,false,
106,cat_dessert,フルーツ盛り合わせ,Seasonal Fruit Platter,时令水果拼盘,季節のフルーツを彩り豊かに。,Colorful assortment of seasonal fruits.,色彩丰富的时令水果拼盘。,680,0,0,5,false,
107,cat_dessert,杏仁豆腐,Almond Tofu,杏仁豆腐,なめらかな杏仁豆腐。ほのかな甘さが上品。,Smooth almond tofu with delicate sweetness.,顺滑杏仁豆腐，淡雅甜味。,420,milk,0,3,true,
108,cat_dessert,大学芋,Candied Sweet Potato,拔丝红薯,カリッと揚げたさつまいもに甘い蜜をたっぷり。,Crispy fried sweet potato glazed with sweet syrup.,油炸红薯裹满甜蜜糖浆。,480,0,0,10,false,
109,cat_dessert,みたらし団子（3本）,Mitarashi Dango (3 skewers),酱油团子（3串）,もちもちの団子に甘辛い醤油たれ。,Chewy rice dumplings with sweet soy glaze.,Q弹糯米团子配甜辣酱油。,420,soy,0,5,true,
110,cat_drink,生ビール（中）,Draft Beer (Medium),生啤酒（中杯）,キンキンに冷えた生ビール。,Ice-cold draft beer.,冰镇生啤酒。,580,wheat,0,2,true,alcohol
111,cat_drink,生ビール（大）,Draft Beer (Large),生啤酒（大杯）,たっぷりサイズの生ビール。,Large size draft beer.,大杯生啤酒。,780,wheat,0,2,false,alcohol
112,cat_drink,日本酒（1合）,Japanese Sake (180ml),日本清酒（1合）,厳選した日本酒。冷酒か熱燗でどうぞ。,Selected Japanese sake. Cold or warm.,精选日本清酒，可选冷酒或热酒。,680,0,0,2,true,alcohol
113,cat_drink,焼酎ロック,Shochu on the Rocks,烧酒加冰,芋焼酎または麦焼酎をお選びください。,Choose sweet potato or barley shochu.,可选芋烧酒或麦烧酒。,580,0,0,2,false,alcohol
114,cat_drink,ハイボール,Highball,嗨棒,さっぱりとしたウイスキーのソーダ割り。,Refreshing whisky with soda.,清爽的威士忌苏打。,480,0,0,2,true,alcohol
115,cat_drink,レモンサワー,Lemon Sour,柠檬苏打酒,レモンの爽やかな酸味が効いたサワー。,Sour cocktail with refreshing lemon.,柠檬清爽酸味的苏打酒。,480,0,0,2,true,alcohol
116,cat_drink,梅酒ロック,Plum Wine on the Rocks,梅酒加冰,甘酸っぱい自家製梅酒。,Sweet and sour homemade plum wine.,甜酸的自制梅酒。,580,0,0,2,false,alcohol
117,cat_drink,ウーロン茶,Oolong Tea,乌龙茶,香り高いウーロン茶。,Aromatic oolong tea.,香气浓郁的乌龙茶。,280,0,0,2,false,
118,cat_drink,緑茶,Green Tea,绿茶,温かい緑茶。,Warm green tea.,温热绿茶。,280,0,0,2,false,
119,cat_drink,コーラ,Cola,可乐,冷たいコーラ。,Cold cola.,冰镇可乐。,280,0,0,2,false,
